143,431,72,2021-11-06 03:38:31 PM,193.34,1,fulfilled,2021-11-07 03:38:31 PM
395,403,64,2021-11-04 05:35:28 PM,10.07,1,fulfilled,2021-11-05 05:35:28 PM
885,785,138,2021-11-02 05:04:54 AM,57.13,1,fulfilled,2021-11-03 05:04:54 AM
402,992,157,2021-11-11 01:51:19 PM,400.06,1,fulfilled,2021-11-12 01:51:19 PM
262,14,93,2021-11-03 12:51:24 PM,104.67,1,fulfilled,2021-11-04 12:51:24 PM
934,180,40,2021-11-07 10:51:54 PM,272.83,1,fulfilled,2021-11-08 10:51:54 PM
218,229,50,2021-11-05 09:54:15 AM,268.32,1,fulfilled,2021-11-06 09:54:15 AM
647,382,137,2021-11-08 02:17:26 PM,140.64,1,fulfilled,2021-11-09 02:17:26 PM
222,179,113,2021-11-03 08:11:35 AM,378.64,1,fulfilled,2021-11-04 08:11:35 AM
298,931,110,2021-11-02 10:57:53 AM,54.75,1,fulfilled,2021-11-03 10:57:53 AM
364,123,112,2021-11-07 05:15:38 PM,109.33,1,fulfilled,2021-11-08 05:15:38 PM
510,593,177,2021-11-10 12:26:30 AM,430.87,1,fulfilled,2021-11-11 12:26:30 AM
896,130,98,2021-11-04 02:10:51 AM,306.75,1,fulfilled,2021-11-05 02:10:51 AM
885,829,138,2021-11-03 01:43:38 PM,57.13,1,fulfilled,2021-11-04 01:43:38 PM
724,162,100,2021-11-11 11:20:34 AM,89.67,1,fulfilled,2021-11-12 11:20:34 AM
172,532,8,2021-11-08 09:50:54 PM,402.09,1,fulfilled,2021-11-09 09:50:54 PM
553,272,130,2021-11-08 01:05:06 AM,81.46,1,fulfilled,2021-11-09 01:05:06 AM
220,378,149,2021-11-09 11:10:10 PM,3.1,1,fulfilled,2021-11-10 11:10:10 PM
53,537,188,2021-11-06 11:10:45 PM,222.27,1,fulfilled,2021-11-07 11:10:45 PM
744,150,33,2021-11-07 11:59:38 PM,326.28,1,fulfilled,2021-11-08 11:59:38 PM
143,197,72,2021-11-11 12:37:01 AM,193.34,1,fulfilled,2021-11-12 12:37:01 AM
337,104,155,2021-11-06 04:31:53 PM,50.37,1,fulfilled,2021-11-07 04:31:53 PM
804,437,85,2021-11-08 06:47:21 AM,367.28,1,fulfilled,2021-11-09 06:47:21 AM
951,533,20,2021-11-07 04:34:13 AM,1.61,1,fulfilled,2021-11-08 04:34:13 AM
148,62,39,2021-11-11 03:14:46 PM,130.16,1,fulfilled,2021-11-12 03:14:46 PM
222,848,14,2021-11-01 08:09:50 PM,324.87,1,fulfilled,2021-11-02 08:09:50 PM
211,978,134,2021-11-10 03:59:25 PM,68.48,1,fulfilled,2021-11-11 03:59:25 PM
951,594,178,2021-11-01 12:55:50 PM,31.2,1,fulfilled,2021-11-02 12:55:50 PM
460,861,4,2021-11-08 01:43:16 PM,56.95,1,fulfilled,2021-11-09 01:43:16 PM
951,2,46,2021-11-09 03:18:03 AM,183.94,1,fulfilled,2021-11-10 03:18:03 AM
283,409,181,2021-11-07 01:37:46 AM,14.64,1,fulfilled,2021-11-08 01:37:46 AM
211,987,134,2021-11-02 01:42:25 PM,68.48,1,fulfilled,2021-11-03 01:42:25 PM
218,789,57,2021-11-08 08:02:42 AM,18.61,1,fulfilled,2021-11-09 08:02:42 AM
647,631,161,2021-11-07 03:58:37 PM,273.2,1,fulfilled,2021-11-08 03:58:37 PM
510,497,59,2021-11-04 06:29:46 AM,355.8,1,fulfilled,2021-11-05 06:29:46 AM
337,688,155,2021-11-02 09:38:59 PM,50.37,1,fulfilled,2021-11-03 09:38:59 PM
373,854,126,2021-11-10 10:33:20 AM,328.24,1,fulfilled,2021-11-11 10:33:20 AM
510,612,177,2021-11-09 01:13:22 AM,430.87,1,fulfilled,2021-11-10 01:13:22 AM
510,721,55,2021-11-06 01:32:19 AM,158.19,1,fulfilled,2021-11-07 01:32:19 AM
566,769,28,2021-11-10 05:32:56 AM,162.23,1,fulfilled,2021-11-11 05:32:56 AM
283,380,181,2021-11-10 04:35:32 AM,14.64,1,fulfilled,2021-11-11 04:35:32 AM
705,350,66,2021-11-10 01:30:28 AM,222.78,1,fulfilled,2021-11-11 01:30:28 AM
478,964,12,2021-11-09 01:50:52 AM,262.49,1,fulfilled,2021-11-10 01:50:52 AM
395,27,125,2021-11-02 03:05:00 PM,235.6,1,fulfilled,2021-11-03 03:05:00 PM
922,198,101,2021-11-01 12:54:12 PM,129.79,1,fulfilled,2021-11-02 12:54:12 PM
27,728,103,2021-11-07 05:12:09 AM,120.97,1,fulfilled,2021-11-08 05:12:09 AM
218,506,57,2021-11-04 05:07:45 AM,18.61,1,fulfilled,2021-11-05 05:07:45 AM
460,397,4,2021-11-07 01:39:12 PM,56.95,1,fulfilled,2021-11-08 01:39:12 PM
922,733,101,2021-11-09 05:18:40 AM,129.79,1,fulfilled,2021-11-10 05:18:40 AM
566,119,28,2021-11-05 06:01:48 AM,162.23,1,fulfilled,2021-11-06 06:01:48 AM
472,851,146,2021-11-09 10:01:34 PM,45.43,1,fulfilled,2021-11-10 10:01:34 PM
94,550,44,2021-11-06 06:42:26 AM,357.05,1,fulfilled,2021-11-07 06:42:26 AM
220,43,166,2021-11-10 04:03:28 AM,215.17,1,fulfilled,2021-11-11 04:03:28 AM
364,565,73,2021-11-05 10:16:43 AM,45.32,1,fulfilled,2021-11-06 10:16:43 AM
501,203,179,2021-11-06 09:12:23 AM,152.5,1,fulfilled,2021-11-07 09:12:23 AM
364,231,112,2021-11-04 08:12:04 AM,109.33,1,fulfilled,2021-11-05 08:12:04 AM
456,226,94,2021-11-07 10:45:05 PM,282.37,1,fulfilled,2021-11-08 10:45:05 PM
634,800,9,2021-11-05 12:06:17 AM,464.59,1,fulfilled,2021-11-06 12:06:17 AM
211,36,134,2021-11-07 05:45:58 PM,68.48,1,fulfilled,2021-11-08 05:45:58 PM
271,917,67,2021-11-09 05:37:25 AM,438.37,1,fulfilled,2021-11-10 05:37:25 AM
829,157,34,2021-11-07 03:17:55 AM,190.22,1,fulfilled,2021-11-08 03:17:55 AM
835,217,104,2021-11-11 10:26:42 AM,283.42,1,fulfilled,2021-11-12 10:26:42 AM
395,159,64,2021-11-03 09:27:10 PM,10.07,1,fulfilled,2021-11-04 09:27:10 PM
364,850,112,2021-11-09 10:37:53 AM,109.33,1,fulfilled,2021-11-10 10:37:53 AM
373,314,126,2021-11-08 10:35:08 PM,328.24,1,fulfilled,2021-11-09 10:35:08 PM
829,817,190,2021-11-09 11:10:57 AM,273.79,1,fulfilled,2021-11-10 11:10:57 AM
456,212,133,2021-11-10 02:18:35 PM,245.72,1,fulfilled,2021-11-11 02:18:35 PM
218,298,57,2021-11-06 04:01:03 AM,18.61,1,fulfilled,2021-11-07 04:01:03 AM
829,897,34,2021-11-05 12:06:29 PM,190.22,1,fulfilled,2021-11-06 12:06:29 PM
364,948,73,2021-11-11 05:54:21 PM,45.32,1,fulfilled,2021-11-12 05:54:21 PM
220,144,149,2021-11-10 08:11:16 PM,3.1,1,fulfilled,2021-11-11 08:11:16 PM
4,406,68,2021-11-07 04:45:42 AM,176.74,1,fulfilled,2021-11-08 04:45:42 AM
417,416,84,2021-11-02 01:30:17 AM,339.33,1,fulfilled,2021-11-03 01:30:17 AM
604,804,27,2021-11-06 09:16:14 AM,210.37,1,fulfilled,2021-11-07 09:16:14 AM
47,953,69,2021-11-08 07:02:46 PM,228.14,1,fulfilled,2021-11-09 07:02:46 PM
220,200,149,2021-11-11 01:42:31 PM,3.1,1,fulfilled,2021-11-12 01:42:31 PM
148,429,39,2021-11-08 12:26:41 PM,130.16,1,fulfilled,2021-11-09 12:26:41 PM
220,103,142,2021-11-06 04:50:23 PM,479.55,1,fulfilled,2021-11-07 04:50:23 PM
501,463,3,2021-11-01 08:33:58 AM,262.29,1,fulfilled,2021-11-02 08:33:58 AM
460,336,4,2021-11-09 10:39:52 AM,56.95,1,fulfilled,2021-11-10 10:39:52 AM
478,253,12,2021-11-05 08:37:54 AM,262.49,1,fulfilled,2021-11-06 08:37:54 AM
298,340,79,2021-11-09 03:48:25 PM,412.43,1,fulfilled,2021-11-10 03:48:25 PM
934,188,40,2021-11-07 03:09:10 AM,272.83,1,fulfilled,2021-11-08 03:09:10 AM
822,529,164,2021-11-04 08:47:12 AM,490.82,1,fulfilled,2021-11-05 08:47:12 AM
478,925,5,2021-11-09 02:21:16 PM,346.0,1,fulfilled,2021-11-10 02:21:16 PM
687,849,96,2021-11-03 08:27:22 AM,373.65,1,fulfilled,2021-11-04 08:27:22 AM
211,245,193,2021-11-03 11:28:13 AM,122.57,1,fulfilled,2021-11-04 11:28:13 AM
42,428,123,2021-11-10 08:19:54 AM,135.07,1,fulfilled,2021-11-11 08:19:54 AM
715,759,182,2021-11-11 11:01:55 AM,264.11,1,fulfilled,2021-11-12 11:01:55 AM
716,901,71,2021-11-09 11:11:52 PM,82.11,1,fulfilled,2021-11-10 11:11:52 PM
395,249,64,2021-11-09 12:34:00 PM,10.07,1,fulfilled,2021-11-10 12:34:00 PM
47,425,69,2021-11-05 05:38:57 PM,228.14,1,fulfilled,2021-11-06 05:38:57 PM
211,640,193,2021-11-07 02:44:56 AM,122.57,1,fulfilled,2021-11-08 02:44:56 AM
460,956,154,2021-11-06 12:12:20 AM,61.48,1,fulfilled,2021-11-07 12:12:20 AM
53,912,60,2021-11-07 04:30:52 PM,499.13,1,fulfilled,2021-11-08 04:30:52 PM
337,979,159,2021-11-01 03:54:14 PM,40.05,1,fulfilled,2021-11-02 03:54:14 PM
220,312,149,2021-11-06 11:41:34 AM,3.1,1,fulfilled,2021-11-07 11:41:34 AM
172,694,91,2021-11-01 02:13:10 AM,392.34,1,fulfilled,2021-11-02 02:13:10 AM
53,368,81,2021-11-07 04:41:04 PM,51.13,1,fulfilled,2021-11-08 04:41:04 PM
890,263,111,2021-11-10 12:00:14 AM,245.79,1,fulfilled,2021-11-11 12:00:14 AM
211,592,134,2021-11-08 02:05:30 PM,68.48,1,fulfilled,2021-11-09 02:05:30 PM
